,element number,,,,,,,,,model parameters used for each damage conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0.314040584,0,0.853356667,0,0,0,0,0,152.550277,379.8219613,688.171097,1226.553951,1416.083647,-0.004605908,0.040507481,-0.025244757,0.039998612,-0.034703137,0.025764963,-0.023504067,0.024838595,-0.037594844,-0.005349396,-0.020677574,-0.025168252,-0.018748002,-0.033414518,-0.042597256,-0.039366064,-0.040669538,-0.027146133,0.000207465,-0.061390175,-0.024178037,-0.049337772,0.005505139,0.05045071,-0.012106466,0.051588406,-0.016277321,-0.036791531,-0.018350972,0.047965068,-0.004605091,-0.052573311,-0.012009576,0.054191442,0.027136067,-0.040899901,0.10317362,-0.004195029,0.024576819,0.000493907,-0.013090096,-0.007084774,-0.005735314,0.010385389,-0.042760214
,0,0.62274698,0,0,0.482667126,0,0,0,0,216.3534856,385.0515085,562.2171782,1084.986955,1600.507793,-0.007704425,0.049377912,-0.009711676,0.048108462,-0.01509162,0.037816302,-0.004689724,0.03585492,-0.021050131,-0.017976598,-0.004310924,-0.043262162,-0.0037513,-0.033397087,-0.021559218,-0.050958095,-0.022708603,-0.036247028,-0.001153858,-0.056374987,-0.014074858,-0.049162903,-0.001692524,0.056276164,-0.002122265,0.05690711,-0.018175341,-0.043744184,-0.008618803,0.053773676,-0.002662919,-0.0559229,-0.015050087,0.041583486,0.011353054,-0.041228157,0.055871752,0.00090562,0.043957355,0.000855129,0.016176255,-0.00537117,-0.045848808,0.005488097,-0.066894876
,0,0.559647474,0,0,0,0.310204577,0,0,0,218.7043351,401.5224171,637.2259385,1217.162589,1487.905102,-0.007939632,0.04728649,-0.011885806,0.04603125,-0.015538227,0.039705404,-0.004348187,0.03769848,-0.02171624,-0.019405136,-0.00847308,-0.039014643,-0.007573176,-0.035909585,-0.018824263,-0.051367968,-0.019827627,-0.039194341,0.005680742,-0.057270708,-0.024703712,-0.047840643,0.010379882,0.055028529,-0.001323313,0.05551622,-0.008514146,-0.046626535,-0.021103168,0.044984212,-0.005829939,-0.050836696,-0.010890144,0.051238301,0.026716604,-0.040300265,0.039464165,-0.005697741,0.055471624,-0.000237149,0.01541998,9.45E-05,-0.053409113,0.011157118,-0.059893987
,0,0.350166233,0,0,0,0,0.614721263,0,0,230.1050046,438.3310432,682.8881736,1038.545581,1547.252406,-0.009414674,0.045050495,-0.017215983,0.043717741,-0.018369026,0.040081764,-0.01179795,0.034094549,-0.025342204,0.019653354,0.008850589,0.034972769,0.007597256,0.035883842,0.028722197,0.048008049,0.029310581,0.03597394,-0.003210644,0.061093488,0.021956616,0.049287132,-0.006067021,-0.050466668,0.008563731,-0.054834157,0.015166328,-0.030433697,-0.007291547,0.038017174,-0.000435712,-0.040605894,-0.040542588,0.042446052,0.059015582,-0.039970325,0.066136713,0.015051457,0.005103789,0.006131606,0.03212022,-0.039917577,-0.045213839,0.043018475,-0.035537118
,0,0.269205826,0,0,0,0,0,0.540964237,0,220.058582,447.1950296,655.4280882,1218.421699,1405.449023,-0.00863396,0.041667428,-0.018219728,0.040525946,-0.016872449,0.040712159,-0.013290609,0.038665049,-0.031181295,0.020044921,0.006694345,0.032956579,0.00554734,0.036500799,0.032084302,0.047100917,0.032173337,0.034798307,-0.006835398,0.063105493,0.020104821,0.05165508,-0.012113725,-0.046273361,0.013629161,-0.048736203,0.026477848,-0.052814112,-0.020318916,0.036712578,-0.006011633,-0.056060464,-0.006507236,0.055935291,0.027050387,-0.019604866,0.031320237,0.006488876,0.051262856,0.003437911,0.015808784,-0.018591226,-0.014855556,0.00739122,-0.092395269
,0,0.235644336,0,0,0,0,0,0,0.55732419,212.1975737,438.4917668,657.3954351,1129.448522,1612.913106,0.007737684,-0.040907453,0.018834128,-0.039852601,0.015136887,-0.043548334,0.014044248,-0.04161936,0.021194603,0.021615912,-0.001638275,0.029723708,-0.001995092,0.039593784,0.034147144,0.042336781,0.034658094,0.03975026,0.003500964,-0.063599599,-0.028990341,-0.051854808,0.006806559,0.042492713,-0.025842605,0.044260128,-0.007553179,-0.038207307,-0.022513063,0.040996505,-0.009462549,-0.046282762,0.000594551,0.059844946,0.028709689,-0.053994681,0.059032025,0.002424121,0.040965036,0.000670742,0.01673559,-0.005249855,-0.035556214,0.007249611,-0.074592862
,0,0,0.241251906,0.518362329,0,0,0,0,0,215.4329676,441.8018548,731.6556511,1241.334854,1563.474111,-0.008910486,0.042148895,-0.022965867,0.040727992,-0.026475841,0.033550731,-0.018810921,0.031608025,-0.032538783,-0.013589505,-0.008140049,-0.024947679,-0.006266254,-0.036300897,-0.043318701,-0.042212544,-0.042014792,-0.030702551,-0.001225249,-0.06899204,-0.021459994,-0.048416058,-0.000996879,0.044254363,-0.014762065,0.047447364,-0.022117144,-0.045799205,-0.014734734,0.045728196,0.000319794,-0.050959568,-0.013630375,0.057295233,0.023953385,-0.03496495,0.078134322,0.001215289,0.040098076,0.002024741,-0.002545675,-0.011403293,-0.018552449,0.012906673,-0.065394411
,0,0,0.371292577,0,0.8638293,0,0,0,0,234.740346,304.9755386,561.0910045,1048.738326,1604.613119,-0.010555246,0.051115971,-0.027596868,0.04877557,-0.020537845,0.022448659,-0.023185088,0.020070697,-0.027187142,0.001131468,-0.021651874,0.02449589,-0.02084268,0.002003993,0.065038368,0.032714886,0.064641865,-0.00384885,0.02232112,0.051295363,0.018510085,0.039425568,0.038858999,-0.009729421,0.03078654,-0.012307157,0.045387816,-0.04008338,0.024560624,0.055896461,0.008549271,-0.053459866,-0.024902329,0.044956808,-0.006988061,-0.027610084,0.050817003,0.041708609,0.040905448,-0.02589093,0.014213818,0.00029311,-0.042240764,-0.000219458,-0.059236687
,0,0,0.503481731,0,0,0.07920485,0,0,0,239.6190992,464.7409067,711.2805308,1233.254306,1593.20084,0.010540139,-0.043729761,0.020367459,-0.040919863,0.020516792,-0.038333868,0.014181718,-0.035887094,0.028141101,0.020024563,0.003478134,0.027533314,0.001466488,0.036272565,0.038681259,0.045763734,0.038378027,0.033383368,-0.001702173,-0.074987748,-0.020868135,-0.042934118,-0.001975236,0.043894812,-0.013480101,0.046972921,-0.021913521,-0.0470755,-0.020858708,0.044595704,0.008762785,-0.050258273,-0.015036864,0.057376682,0.020820823,-0.031999052,0.012225767,0.068679922,0.030539245,-0.064123568,0.000396645,0.001281481,-0.009988345,0.021169988,-0.05074272
,0,0,0.420257984,0,0,0,0.631365108,0,0,236.9192636,468.0581818,717.4802892,1041.097463,1531.150222,0.010305541,-0.043550531,0.020851724,-0.041192722,0.020068304,-0.039799726,0.015321735,-0.033132622,0.027509029,-0.020141665,-0.003746429,-0.027874809,-0.001931884,-0.036428448,-0.039114979,-0.044933545,-0.038004034,-0.033335915,-0.002426046,-0.071854011,-0.019339493,-0.044806563,-0.003180291,0.040766479,-0.012042311,0.052252611,-0.02394046,-0.029210189,0.000533158,0.038328201,0.006108366,-0.039028063,-0.04550138,0.045935077,0.05696473,-0.035244851,-0.062277185,-0.032892056,-0.000238088,0.009555769,-0.032488768,0.040022995,0.042913972,-0.048252289,0.032377485
,0,0,0.790842447,0,0,0,0,0.439234982,0,227.3988563,466.540083,609.6406817,1103.830271,1297.52848,-0.009401904,0.045121103,-0.019946355,0.038978992,-0.018343685,0.039078746,-0.014813146,0.036876471,-0.030742656,0.020710807,0.006105188,0.028516267,0.000270232,0.037485346,0.037645985,0.045011678,0.037400846,0.032816693,-0.000184223,-0.091404115,-0.016096089,-0.024413495,0.000135316,0.040779833,-0.011230392,0.043278877,-0.025435755,-0.028969687,-0.052572314,0.02598658,0.065472051,-0.035569004,-0.018089925,0.039141345,-0.006875413,0.008896304,0.042037677,-0.031341415,-0.033644069,0.051698517,0.040621556,0.00218522,-0.044350035,-0.03330581,0.036635494
,0,0,0.131266921,0,0,0,0,0,0.504294546,219.8526989,451.6370122,708.560023,1149.106321,1622.283872,-0.008505805,0.040348895,-0.020516434,0.039064755,-0.016613044,0.042794595,-0.015488318,0.040722792,-0.023133057,-0.021673035,0.004669017,-0.025899612,0.004848965,-0.03954226,-0.039079381,-0.040220661,-0.039332341,-0.038161741,0.000159318,-0.06758882,-0.026648957,-0.050772656,0.001256821,0.039145516,-0.026350152,0.042109082,-0.01485372,-0.03958771,-0.018799446,0.042014375,-0.005661476,-0.046949614,-0.002466372,0.062366497,0.026511762,-0.050456276,0.058670576,0.005751708,0.04207647,-0.000230754,0.015492331,-0.006305249,-0.03227471,0.008079456,-0.076118745
,0,0,0,0.577751888,0.125193706,0,0,0,0,209.6267047,434.6619768,725.1490825,1217.302447,1543.768972,-0.008495762,0.041742659,-0.023530095,0.040733359,-0.027614071,0.032454155,-0.01968934,0.030624184,-0.033323153,-0.012176745,-0.007333757,-0.024468657,-0.005997276,-0.03536264,-0.045279898,-0.041625509,-0.04387758,-0.029201493,-0.00243092,-0.066281884,-0.0198154,-0.051435732,-0.003988298,0.043469233,-0.014478465,0.046995077,-0.024252372,-0.043352395,-0.009142908,0.048351679,-0.001532687,-0.052483403,-0.013987511,0.056249679,0.02149184,-0.035834254,0.083594405,0.002048804,0.037521934,0.001663412,-0.004190003,-0.010455976,-0.017532507,0.011084541,-0.061450251
,0,0,0,0.29673823,0,0.965371221,0,0,0,116.3917019,307.3045479,726.9860207,1034.299665,1264.955294,0.001448476,-0.030715172,0.020105611,-0.030454738,0.003454699,-0.053123415,-0.031453693,-0.052657292,0.004994595,-0.016405244,0.027000459,-0.018729055,0.025839636,-0.037736633,-0.011294384,-0.060242621,-0.013535674,-0.043952008,0.005765693,0.067188943,0.033222724,0.051692806,0.008816431,-0.034799285,0.009156055,-0.039152606,0.023482219,-0.031462723,0.002727673,-0.047670135,0.003676991,-0.037057218,-0.029064385,0.071938767,-0.019080336,0.012916621,0.035269687,0.012167751,-0.06706725,0.002466693,0.041355323,0.008459676,-0.032348656,-0.029142661,0.047653087
,0,0,0,0.406218643,0,0,0.612287089,0,0,221.483972,449.0628563,737.7491141,1054.107798,1517.141768,-0.009289165,0.042263434,-0.022568694,0.041108921,-0.024136396,0.036528315,-0.018026136,0.031076833,-0.030585703,0.01557984,0.006212095,0.025672136,0.004935907,0.036780415,0.042749319,0.042818005,0.03987421,0.031966779,0.001869518,0.065735986,0.020134013,0.050422429,0.002356686,-0.040947395,0.013078729,-0.05240501,0.024084871,-0.026373989,9.90E-05,0.039302263,0.003618973,-0.040266432,-0.043614004,0.047226081,0.057012808,-0.036208004,0.079796465,0.013336621,0.006658952,0.005653959,0.024251738,-0.035072228,-0.038491077,0.037360385,-0.036342913
,0,0,0,0.217383657,0,0,0,0.556456859,0,217.6266582,456.9011991,697.6057281,1223.686427,1413.520575,-0.00870316,0.040004666,-0.021036342,0.038931389,-0.019298388,0.039456696,-0.016425664,0.037461956,-0.033809719,0.018827347,0.00111765,0.026996972,0.00034115,0.038357024,0.040980572,0.043420675,0.040590235,0.029959441,-0.003184214,0.066057046,0.019979142,0.052191485,-0.006655155,-0.039506612,0.019572928,-0.043342752,0.033896938,-0.054096269,-0.018140184,0.033302566,-0.005270395,-0.057184597,-0.005762918,0.058498048,0.026206628,-0.011900419,0.030444348,0.009513961,0.053643851,0.004056874,0.01092974,-0.020576837,-0.00654304,0.008889775,-0.092671803
,0,0,0,0.013729657,0,0,0,0,0.540827545,216.7108625,448.9718434,709.0991875,1141.532219,1620.415898,0.008218086,-0.039879462,0.020569716,-0.038803911,0.016167834,-0.043302719,0.015660868,-0.04128958,0.02251125,0.021734063,-0.005563449,0.025627392,-0.005630296,0.039947816,0.039046208,0.039581852,0.039361476,0.038766491,0.000383508,-0.066235175,-0.027363952,-0.051838843,0.001666031,0.03844535,-0.027890444,0.041392854,-0.013960694,-0.038815128,-0.018586399,0.041455725,-0.007449321,-0.046515239,-0.001062087,0.062614631,0.027282978,-0.051943607,0.059731235,0.004900124,0.041325477,0.000505631,0.015730136,-0.006009958,-0.032139697,0.007555988,-0.07596496
,0,0,0,0,0.65483028,0.398445109,0,0,0,234.6750005,392.389332,614.626225,1096.054134,1454.923796,-0.010021317,0.04351939,-0.021606211,0.042182498,-0.019519006,0.038244704,-0.012365559,0.035888459,-0.026804386,0.012832313,-0.017901232,0.027222042,-0.01716909,0.023814431,0.050758858,0.046889586,0.051265115,0.020468798,0.0164397,0.059716263,0.012487095,0.049744365,0.027833488,-0.02947937,0.021423003,-0.032803229,0.040146127,-0.041757884,0.012024568,0.057800138,0.007205296,-0.053376608,-0.020435938,0.046289394,0.001858071,-0.031522808,0.040629545,0.010285285,0.057451928,0.000350998,0.018175375,0.002951902,-0.059025505,0.001195182,-0.048204723
,0,0,0,0,0.620985493,0,0.2731783,0,0,239.3930281,417.3388566,625.2107857,1088.239377,1619.48527,0.01066519,-0.043921226,0.021775103,-0.042526959,0.020756062,-0.036460735,0.01626286,-0.0330646,0.028300122,0.013120552,-0.014802043,0.028933857,-0.014259583,0.024090802,0.052430635,0.042924029,0.052650388,0.01906862,0.015886207,0.060717708,0.014414012,0.05021002,0.026664462,-0.029164826,0.019484131,-0.034224409,0.039061833,-0.041511,0.010928222,0.053839691,0.007220908,-0.053140485,-0.025642214,0.049399518,0.009497706,-0.031888065,0.058230017,0.009222569,0.042823464,0.001629881,0.015477696,-0.015068155,-0.038423203,0.014940657,-0.068190899
,0,0,0,0,0.11253182,0,0,0.763438813,0,200.9000229,460.7150051,646.7166988,1155.103804,1319.060173,-0.007151784,0.036968323,-0.020136758,0.036101883,-0.014014397,0.043067235,-0.016104092,0.041387565,-0.037828219,0.021458847,-0.005161079,0.028003477,-0.005303262,0.038963409,0.040896591,0.043377702,0.041181897,0.027263876,-0.005463608,0.065709216,0.017256646,0.053590829,-0.009751443,-0.032491277,0.022896749,-0.037001186,0.04432956,-0.056255552,-0.02340389,0.015987384,-0.009817793,-0.062278773,0.006371887,0.052006297,0.02584666,0.019567477,0.003968128,0.009313686,0.061084964,0.00527332,-0.003706491,-0.025598653,0.016115389,0.009834536,-0.092912544
,0,0,0,0,0.734397859,0,0,0,0.190969927,234.4960136,378.2074059,595.9230221,1041.054077,1620.68524,-0.010199313,0.044235148,-0.022453953,0.042891275,-0.019864514,0.035865673,-0.017164606,0.033495187,-0.027096113,0.009554847,-0.022819901,0.028601995,-0.021860342,0.017736209,0.056448869,0.039643722,0.056786689,0.013010522,0.019361032,0.056367997,0.015555167,0.047334042,0.033100073,-0.021462618,0.024394237,-0.02467002,0.042689936,-0.039729916,0.015178639,0.054832026,0.009234765,-0.053291896,-0.020544599,0.05046122,-0.002136304,-0.033876442,0.057883159,0.010323127,0.044933744,-0.000130329,0.014886233,-0.00598121,-0.039746304,0.003250133,-0.068631465
,0,0,0,0,0,0.367984068,0.557641321,0,0,233.5219284,447.4702387,736.3295776,1093.729885,1477.192175,-0.009820519,0.042335559,-0.020797352,0.041030551,-0.019134503,0.041232799,-0.011953343,0.035890292,-0.026394795,0.019735773,-0.000386559,0.02524438,-0.000939181,0.036044502,0.03798896,0.049292434,0.038204413,0.03432229,-0.002572924,-0.066163949,-0.022382183,-0.05077451,-0.00320813,0.040399077,-0.012741782,0.050189964,-0.023945556,-0.034278478,-0.002194071,0.037468726,0.002503725,-0.043076509,-0.039837389,0.051359722,0.051227041,-0.035639754,0.049086541,0.008324246,0.044763458,0.003037783,0.023481721,-0.017199871,-0.054057455,0.027403818,-0.051191575
,0,0,0,0,0,0.545211569,0,0.213084976,0,227.0390596,429.5590884,727.9435695,1219.828606,1368.515453,0.00905454,-0.041254212,0.020421289,-0.040043652,0.017662472,-0.042237459,0.008353476,-0.040058455,0.026446693,0.019598918,-0.003552456,0.023291457,-0.003756465,0.036081759,0.036440086,0.052697006,0.036934514,0.035610669,-0.000926628,-0.066712673,-0.023827179,-0.051570211,-0.000548995,0.041572194,-0.015053268,0.045198938,-0.025320653,-0.05349295,-0.013244359,0.02026954,-0.002901113,-0.054971123,-0.013530394,0.070497548,0.018809328,-0.015420566,0.012447226,-0.000736412,0.074557803,0.000458904,0.00042929,-0.004424349,-0.0273916,0.019002221,-0.066243926
,0,0,0,0,0,0.718981474,0,0,0.200226231,214.4093579,400.4685163,728.8303078,1159.923902,1311.914208,0.007570941,-0.040100417,0.02033937,-0.039034034,0.014796926,-0.045671374,0.001683651,-0.043751074,0.020898938,0.019605389,-0.009592233,0.02080208,-0.009249438,0.036525753,0.032465579,0.056854192,0.03362663,0.03844643,-0.002388258,-0.066904917,-0.027138201,-0.051619589,-0.00276107,0.040125678,-0.01627173,0.043651801,-0.020801048,-0.04810976,-0.011047247,0.000635001,-0.002731555,-0.05173891,-0.015926826,0.082096577,0.010462314,-0.018264677,-0.002956219,-0.006981819,0.080884473,-0.001730123,-0.011788029,0.000827196,-0.019276097,0.025796664,-0.0568901
,0,0,0,0,0,0,0.629619271,0.319964584,0,230.7011244,467.5755309,719.5120231,1042.821118,1459.346741,0.009722553,-0.041675873,0.020870623,-0.040420864,0.018954433,-0.040851785,0.015602622,-0.034593802,0.029457965,0.020407415,0.00191932,0.027793104,0.001047186,0.036924498,0.039475462,0.044671939,0.038659439,0.03237602,8.12E-05,0.065680949,0.019169306,0.051017986,-0.000607964,-0.03870087,0.014663199,-0.051629399,0.029403122,-0.029791476,0.000677974,0.037713416,0.003903771,-0.039640303,-0.044444146,0.046018999,0.058128772,-0.034833478,0.061120552,0.018146774,0.015932243,0.006402145,0.036506557,-0.03435784,-0.041062115,0.028491372,-0.055265793
,0,0,0,0,0,0,0.429543047,0,0.947493185,106.7473556,406.7003606,651.3637169,999.0579302,1601.932201,-0.00162738,0.030537918,-0.020715354,0.030319327,-0.003221713,0.053672275,-0.019428768,0.052840169,-0.004740237,0.024421028,-0.024063627,0.02219714,-0.022526539,0.045441807,0.030864416,0.028453244,0.034327832,0.049439563,-0.000133452,-0.062927703,-0.034555518,-0.05083562,0.000877609,0.021164132,-0.047168869,0.026860303,-0.004245651,-0.028430065,-0.026871192,0.032810099,-0.014959399,-0.039019141,0.006982214,0.060893014,0.04545816,-0.061826479,-0.060516674,-0.010827508,-0.030849042,-0.004618584,-0.020037601,0.032193403,0.039044234,-0.035112312,0.058051247
,0,0,0,0,0,0,0,0.661297526,0.281488993,208.3108516,459.5844671,676.3090736,1191.858611,1303.428515,-0.007688665,0.038183948,-0.020300387,0.037226919,-0.01504777,0.043019985,-0.015896321,0.041192375,-0.032746184,0.021640845,-0.003287543,0.027039044,-0.003598092,0.03933249,0.039509723,0.04229866,0.039675439,0.032901525,-0.005082945,0.066159161,0.020256154,0.052966741,-0.009118295,-0.036179087,0.023151278,-0.040251324,0.035596266,-0.050343215,-0.019419861,0.035066891,-0.006612019,-0.055218617,-0.003088581,0.06060884,0.027239082,-0.023119218,0.030179142,0.013386687,0.04653592,0.005506145,0.020916878,-0.018666658,-0.002293157,0.000639073,-0.099070838
,0.539785288,0.134444059,0,0,0,0,0,0,0,209.1002159,418.7286618,718.9286136,1150.582346,1566.116918,-0.018688057,0.041555022,-0.022322611,0.040554863,-0.026619764,0.032431844,-0.018485602,0.030628875,-0.03223363,-0.025997515,-0.012292355,-0.024548529,-0.010678593,-0.034369317,-0.04163084,-0.040122434,-0.040136951,-0.028718359,0.00090801,-0.064530343,-0.02271997,-0.050493557,0.001876057,0.046826575,-0.013765282,0.049245313,-0.019637481,-0.063240818,-0.015381583,0.042818968,-0.005388784,-0.042685216,-0.007516964,0.058405917,0.023374591,-0.019759475,0.053780574,-0.000403771,0.049157713,0.002563525,-0.005465887,-0.015113329,-0.018217335,0.017074426,-0.08016092
,0.921731511,0,0.45939474,0,0,0,0,0,0,112.202898,381.9444241,716.1680629,1051.830578,1530.217372,0.033636488,-0.036096044,0.025296744,-0.035646744,0.035953014,-0.020512371,0.024507827,-0.020055602,0.037375489,0.028660767,0.023209283,0.01360667,0.019142505,0.027915043,0.04997417,0.029362189,0.046991282,0.017938515,-0.002590946,-0.073933778,-0.019570728,-0.044488,-0.001177559,0.044631749,-0.012106155,0.047975569,-0.020996204,-0.071210467,-0.015622422,0.042224432,-0.000963788,-0.031455587,-0.00459956,0.061819633,0.019238928,-0.001903253,-0.050211292,0.011094272,-0.049708621,-0.013010938,0.018214593,0.019634651,0.003860431,-0.018278526,0.080310491
,0.873653343,0,0,0.340822857,0,0,0,0,0,134.7144058,389.1503963,740.1267062,1022.91859,1452.874118,-0.029895336,0.037010256,-0.025283455,0.036649197,-0.03499618,0.022399639,-0.024074577,0.021722513,-0.037106228,-0.028406019,-0.019731438,-0.014919092,-0.01769286,-0.029124544,-0.049691105,-0.030950503,-0.046870407,-0.019468565,-0.002497745,-0.066475148,-0.020948512,-0.051024836,-0.000381819,0.044583408,-0.013940969,0.048026697,-0.021517577,-0.083836515,-0.011480323,0.03708451,-0.005811564,-0.023939559,-0.001513387,0.056219005,0.018391129,0.002803148,0.052065885,-0.005021312,0.048568999,0.002411439,-0.034559686,-0.019047713,0.015062896,0.022984186,-0.075607363
,0.445570408,0,0,0,0.66118519,0,0,0,0,217.882002,393.7165212,597.7431752,1037.352873,1563.912387,-0.016802712,0.042952407,-0.023760955,0.041839041,-0.025444467,0.03114462,-0.019637957,0.029161259,-0.031514601,0.016070627,-0.008896588,0.025960483,-0.008898579,0.022859793,0.055768778,0.039899888,0.055115583,0.016194875,0.022135286,0.061830731,0.008800443,0.0520028,0.028540699,-0.028671859,0.014075912,-0.03293336,0.037299116,-0.052224836,0.013302842,0.054421883,0.008322346,-0.048016829,-0.020448423,0.052648857,-0.000697604,-0.01869215,0.060516644,0.009367317,0.047177106,0.001417616,-0.000155347,-0.011178122,-0.028484806,0.006599068,-0.073408511
,0.747651592,0,0,0,0,0.46697437,0,0,0,175.6718318,373.1824392,737.2078349,1087.088117,1431.776605,-0.024844248,0.039242933,-0.024505489,0.038580458,-0.030514357,0.028689776,-0.019877168,0.027466121,-0.03433622,-0.027372154,-0.012294551,-0.01484348,-0.010949889,-0.031464132,-0.04716638,-0.040909816,-0.045420835,-0.02500846,-0.003413231,-0.067080167,-0.023249046,-0.051519643,-0.002095613,0.042847974,-0.012098414,0.046632265,-0.021636745,-0.069743774,-0.012122954,0.031036173,-0.004836971,-0.038067383,-0.008235679,0.067574456,0.017511253,-0.004662216,0.023420821,-0.002550654,0.070619296,0.00067706,-0.007963661,-0.006536609,-0.025288347,0.020725182,-0.068369427
,0.44395783,0,0,0,0,0,0.758126554,0,0,214.3548381,436.0353794,731.7379723,886.6195378,1395.904316,0.015975285,-0.041783991,0.022996415,-0.040712884,0.024236157,-0.036612238,0.018842738,-0.028359403,0.030196413,0.02570521,0.008399634,0.023297164,0.006968311,0.036118499,0.04447711,0.039726642,0.037939611,0.030649003,-0.005395226,-0.063994853,-0.01530221,-0.049060214,-0.005765881,0.033451568,-0.006869071,0.062861885,-0.027167759,-0.027900816,0.013284342,0.037070109,0.011581503,-0.030561908,-0.054155075,0.045110001,0.059696145,-0.024755018,0.074112751,0.017847617,-0.010888619,0.008254009,0.02811977,-0.041633125,-0.043234445,0.040824637,-0.025208832
,0.22652722,0,0,0,0,0,0,0.634928356,0,211.2101081,450.2790411,684.2135349,1172.128151,1374.829001,-0.010627027,0.039110145,-0.020977421,0.038116939,-0.018414398,0.03992872,-0.016642558,0.038059547,-0.035092782,0.024133821,0.000497464,0.026168133,-0.000201085,0.038745132,0.041304576,0.041965074,0.040896309,0.027971819,-0.005419945,0.065713322,0.019716392,0.052364357,-0.008461429,-0.037455755,0.021316372,-0.041408888,0.03749308,-0.061247298,-0.021588829,0.025232516,-0.008236036,-0.054993261,0.00110657,0.057091236,0.026564766,0.005685384,0.016865841,0.008317174,0.057851564,0.00449986,0.002484107,-0.023392254,0.005373546,0.011002789,-0.095014479
,0.041352657,0,0,0,0,0,0,0,0.791488225,179.1854698,425.6487821,679.3240067,1069.82134,1607.277411,0.005421852,-0.036014098,0.020647871,-0.035325888,0.010432184,-0.048480263,0.017128737,-0.047110838,0.014785083,0.023983832,-0.014559841,0.023456133,-0.013795031,0.043319341,0.036650364,0.033583822,0.037706041,0.04454876,0.000763805,-0.065068262,-0.031779705,-0.051811779,0.002331746,0.030798593,-0.038929782,0.033680857,-0.007599432,-0.033945746,-0.024658284,0.036842627,-0.012448053,-0.042358138,0.009052767,0.063950304,0.031491425,-0.059100223,0.063638504,0.004859981,0.036415521,6.85E-05,0.017806378,-0.003153878,-0.030888864,0.004880881,-0.077208325
,0,0.245003566,0.604598597,0,0,0,0,0,0,235.2953608,449.2302588,667.7366453,1201.216377,1462.645188,-0.009983802,0.045898734,-0.018014247,0.042355289,-0.019458361,0.038170153,-0.012422301,0.035808651,-0.026765735,0.019922542,0.009015361,0.032694787,0.005582165,0.036247024,0.031918699,0.047108308,0.031906662,0.035374439,0.001213255,-0.074234465,-0.020413357,-0.039797554,0.002703424,0.049108414,-0.009211045,0.050906861,-0.016875673,-0.043209372,-0.036255785,0.045254456,0.020863371,-0.048350953,-0.015632763,0.050942543,0.017291842,-0.031948744,0.020715033,-0.071706817,-0.012266602,0.074118172,0.014689452,-0.00453965,-0.019420971,-0.023722858,0.02321458
,0,0.762733335,0,0.276876025,0,0,0,0,0,191.4275358,346.9578589,618.8127567,1207.909714,1577.485735,-0.00556142,0.051852514,-0.003175684,0.05081717,-0.013008378,0.036618382,0.000829224,0.035132888,-0.017475115,-0.016379665,-0.009536473,-0.045846102,-0.008924251,-0.036230813,-0.005642853,-0.049630811,-0.007031316,-0.041352219,-0.00833564,0.050684004,0.018361217,0.043149862,-0.01713536,-0.060487165,-0.002158931,-0.059898328,0.00297774,0.044077013,0.024618905,-0.046568676,0.00737901,0.050537416,0.009582393,-0.047429115,-0.028146726,0.043315257,-0.063776722,0.004738138,-0.041739918,-0.001524541,-0.010553102,0.007143359,0.038647581,-0.010189891,0.067605219
,0,0.014843936,0,0,0.829519547,0,0,0,0,237.2196907,330.2771629,571.0083181,1057.858913,1621.087324,-0.010711717,0.047896268,-0.025129936,0.046452146,-0.02084266,0.028644881,-0.020194762,0.026211435,-0.027949609,0.003790893,-0.023929847,0.027014789,-0.023185558,0.007032118,0.062084258,0.036030391,0.062007162,0.001549635,0.021738266,0.050954886,0.017469556,0.043286926,0.037663864,-0.013128452,0.028981156,-0.015893217,0.044998144,-0.040588817,0.019011121,0.055937125,0.011247248,-0.053658854,-0.024616748,0.045971527,-0.005780668,-0.027876285,0.056956352,0.011194236,0.046201217,-0.000170789,0.014287778,-0.006348285,-0.041455228,0.002773574,-0.066821154
,0,0.009230771,0,0,0,0.94847864,0,0,0,137.6555267,334.4791754,725.8817617,1048.619944,1265.422767,0.002133069,-0.031930985,0.019776962,-0.031555867,0.004205112,-0.052893349,-0.0284487,-0.052223688,0.006407588,-0.019100838,0.026053359,-0.018625359,0.024747022,-0.03638192,-0.013106977,-0.061411136,-0.015646099,-0.043267975,0.005948718,0.066977973,0.032991408,0.051603979,0.008272263,-0.03538808,0.009731207,-0.039560646,0.023399524,-0.033207483,0.00222173,-0.047006783,0.003361264,-0.037070382,-0.027941909,0.072558361,-0.017679647,0.013118153,0.036048054,0.012255301,-0.067622477,0.002522969,0.040567613,0.008127685,-0.03086132,-0.029179732,0.04790947
